2025-08-06 01:03:54,585,23.08537,59.34691,153.3333,,,,,,,,
2025-08-06 01:03:59,586,23.05066,59.34996,153.3333,,,,,,,,
2025-08-06 01:04:05,586,23.04265,59.34691,153.3333,,,,,,,,
2025-08-06 01:04:10,586,23.06401,59.29961,152.5,,,,,,,,
2025-08-06 01:04:16,586,23.06134,59.23095,152.5,,,,,,,,
2025-08-06 01:04:21,586,23.07469,59.21721,152.5,,,,,,,,
2025-08-06 01:04:26,587,23.06668,59.1455,153.3333,,,,,,,,
2025-08-06 01:04:32,587,23.07469,59.13939,153.3333,,,,,,,,
2025-08-06 01:04:37,587,23.056,59.08293,153.3333,,,,,,,,
2025-08-06 01:04:43,587,23.056,59.07378,153.3333,,,,,,,,
2025-08-06 01:04:48,587,23.03998,59.0753,153.3333,,,,,,,,
2025-08-06 01:04:55,587,23.07469,59.05394,153.3333,,,,,,,,
2025-08-06 01:04:59,587,23.06134,59.04631,153.3333,,,,,,,,
